Initial_Coral,Fishing_Pressure,Final_Coral,Browsers,Id
0.48,0,0.6605154646393462,0.7,B0 = 0.7
0.49,0,0.6605154646393465,0.7,B0 = 0.7
0.5,0,0.660515464639347,0.7,B0 = 0.7
0.51,0,0.6605154646393468,0.7,B0 = 0.7
0.52,0,0.660515464639347,0.7,B0 = 0.7
0.53,0,0.6605154646393468,0.7,B0 = 0.7
0.54,0,0.6605154646393465,0.7,B0 = 0.7
0.55,0,0.6605154646393471,0.7,B0 = 0.7
0.56,0,0.660515464639347,0.7,B0 = 0.7
0.5700000000000001,0,0.660515464639347,0.7,B0 = 0.7
0.58,0,0.6605154646393465,0.7,B0 = 0.7
0.59,0,0.6605154646393465,0.7,B0 = 0.7
0.6,0,0.660515464639347,0.7,B0 = 0.7
0.61,0,0.6605154646393462,0.7,B0 = 0.7
0.62,0,0.6605154646393465,0.7,B0 = 0.7
0.63,0,0.660515464639347,0.7,B0 = 0.7
0.64,0,0.6605154646393465,0.7,B0 = 0.7
0.65,0,0.660515464639347,0.7,B0 = 0.7
0.66,0,0.6605154646393474,0.7,B0 = 0.7
0.67,0,0.660515464639347,0.7,B0 = 0.7
0.68,0,0.660515464639347,0.7,B0 = 0.7
0.6900000000000001,0,0.6605154646393466,0.7,B0 = 0.7
0.7000000000000001,0,0.6605154646393523,0.7,B0 = 0.7
0.71,0,0.6605154646393528,0.7,B0 = 0.7
0.72,0,0.6605154646393521,0.7,B0 = 0.7
0.73,0,0.660515464639352,0.7,B0 = 0.7
0.74,0,0.6605154646393526,0.7,B0 = 0.7
0.75,0,0.6605154646393531,0.7,B0 = 0.7
0.76,0,0.6605154646393527,0.7,B0 = 0.7
0.77,0,0.6605154646393525,0.7,B0 = 0.7
0.78,0,0.6605154646393515,0.7,B0 = 0.7
0.79,0,0.6605154646393525,0.7,B0 = 0.7
0.8,0,0.6605154646393521,0.7,B0 = 0.7
0.81,0,0.6605154646393517,0.7,B0 = 0.7
0.8200000000000001,0,0.6605154646393525,0.7,B0 = 0.7
0.8300000000000001,0,0.6605154646393522,0.7,B0 = 0.7
0.84,0,0.6605154646393517,0.7,B0 = 0.7
0.85,0,0.6605154646393525,0.7,B0 = 0.7
0,0.01,0.6592078077516551,0.7,B0 = 0.7
0.01,0.01,0.6592078077516562,0.7,B0 = 0.7
0.02,0.01,0.6592078077516552,0.7,B0 = 0.7
0.03,0.01,0.6592078077516559,0.7,B0 = 0.7
0.04,0.01,0.6592078077516569,0.7,B0 = 0.7
0.05,0.01,0.6592078077516561,0.7,B0 = 0.7
0.06,0.01,0.6592078077516564,0.7,B0 = 0.7
0.07,0.01,0.6592078077516559,0.7,B0 = 0.7
0.08,0.01,0.6592078077516561,0.7,B0 = 0.7
0.09,0.01,0.6592078077516561,0.7,B0 = 0.7
0.1,0.01,0.6592078077516562,0.7,B0 = 0.7
0.11,0.01,0.6592078077516561,0.7,B0 = 0.7
0.12,0.01,0.6592078077516569,0.7,B0 = 0.7
0.13,0.01,0.6592078077516559,0.7,B0 = 0.7
0.14,0.01,0.6592078077516567,0.7,B0 = 0.7
0.15,0.01,0.6592078077516561,0.7,B0 = 0.7
0.16,0.01,0.6592078077516564,0.7,B0 = 0.7
0.17,0.01,0.6592078077516558,0.7,B0 = 0.7
0.18,0.01,0.659207807751655,0.7,B0 = 0.7
0.19,0.01,0.6592078077516559,0.7,B0 = 0.7
0.2,0.01,0.6592078077516556,0.7,B0 = 0.7
0.21,0.01,0.6592078077516569,0.7,B0 = 0.7
0.22,0.01,0.6592078077516551,0.7,B0 = 0.7
0.23,0.01,0.6592078077516559,0.7,B0 = 0.7
0.24,0.01,0.6592078077516567,0.7,B0 = 0.7
0.25,0.01,0.6592078077516557,0.7,B0 = 0.7
0.26,0.01,0.6592078077516561,0.7,B0 = 0.7
0.27,0.01,0.6592078077516558,0.7,B0 = 0.7
0.28,0.01,0.6592078077516561,0.7,B0 = 0.7
0.29,0.01,0.6592078077516556,0.7,B0 = 0.7
0.3,0.01,0.6592078077516561,0.7,B0 = 0.7
0.31,0.01,0.6592078077516563,0.7,B0 = 0.7
0.32,0.01,0.6592078077516561,0.7,B0 = 0.7
0.33,0.01,0.6592078077516561,0.7,B0 = 0.7
0.34,0.01,0.6592078077516559,0.7,B0 = 0.7
0.35000000000000003,0.01,0.6592078077516561,0.7,B0 = 0.7
0.36,0.01,0.6592078077516561,0.7,B0 = 0.7
0.37,0.01,0.6592078077516556,0.7,B0 = 0.7
0.38,0.01,0.6592078077516561,0.7,B0 = 0.7
0.39,0.01,0.6592078077516556,0.7,B0 = 0.7
0.4,0.01,0.6592078077516556,0.7,B0 = 0.7
0.41000000000000003,0.01,0.6592078077516561,0.7,B0 = 0.7
0.42,0.01,0.6592078077516562,0.7,B0 = 0.7
0.43,0.01,0.6592078077516559,0.7,B0 = 0.7
0.44,0.01,0.6592078077516557,0.7,B0 = 0.7
0.45,0.01,0.6592078077516556,0.7,B0 = 0.7
0.46,0.01,0.6592078077516561,0.7,B0 = 0.7
0.47000000000000003,0.01,0.6592078077516563,0.7,B0 = 0.7
0.48,0.01,0.6592078077516558,0.7,B0 = 0.7
0.49,0.01,0.659207807751655,0.7,B0 = 0.7
0.5,0.01,0.6592078077516567,0.7,B0 = 0.7
0.51,0.01,0.6592078077516561,0.7,B0 = 0.7
0.52,0.01,0.6592078077516561,0.7,B0 = 0.7
0.53,0.01,0.6592078077516561,0.7,B0 = 0.7
0.54,0.01,0.6592078077516564,0.7,B0 = 0.7
0.55,0.01,0.6592078077516559,0.7,B0 = 0.7
0.56,0.01,0.6592078077516558,0.7,B0 = 0.7
0.5700000000000001,0.01,0.6592078077516558,0.7,B0 = 0.7
0.58,0.01,0.6592078077516556,0.7,B0 = 0.7
0.59,0.01,0.6592078077516561,0.7,B0 = 0.7
0.6,0.01,0.6592078077516552,0.7,B0 = 0.7
0.61,0.01,0.6592078077516559,0.7,B0 = 0.7
0.62,0.01,0.6592078077516558,0.7,B0 = 0.7
0.63,0.01,0.6592078077516556,0.7,B0 = 0.7
0.64,0.01,0.6592078077516567,0.7,B0 = 0.7
0.65,0.01,0.6592078077516557,0.7,B0 = 0.7
0.66,0.01,0.6592078077516559,0.7,B0 = 0.7
0.67,0.01,0.6592078077516563,0.7,B0 = 0.7
0.68,0.01,0.6592078077516562,0.7,B0 = 0.7
0.6900000000000001,0.01,0.6592078077516561,0.7,B0 = 0.7
0.7000000000000001,0.01,0.6592078077516622,0.7,B0 = 0.7
0.71,0.01,0.6592078077516627,0.7,B0 = 0.7
0.72,0.01,0.6592078077516621,0.7,B0 = 0.7
0.73,0.01,0.6592078077516622,0.7,B0 = 0.7
0.74,0.01,0.6592078077516619,0.7,B0 = 0.7
0.75,0.01,0.6592078077516619,0.7,B0 = 0.7
0.76,0.01,0.6592078077516621,0.7,B0 = 0.7
0.77,0.01,0.6592078077516627,0.7,B0 = 0.7
0.78,0.01,0.6592078077516623,0.7,B0 = 0.7
0.79,0.01,0.6592078077516623,0.7,B0 = 0.7
0.8,0.01,0.6592078077516629,0.7,B0 = 0.7
0.81,0.01,0.6592078077516621,0.7,B0 = 0.7
0.8200000000000001,0.01,0.6592078077516619,0.7,B0 = 0.7
0.8300000000000001,0.01,0.6592078077516627,0.7,B0 = 0.7
0.84,0.01,0.6592078077516629,0.7,B0 = 0.7
0.85,0.01,0.6592078077516614,0.7,B0 = 0.7
0,0.02,0.6578477915419575,0.7,B0 = 0.7
0.01,0.02,0.6578477915419575,0.7,B0 = 0.7
0.02,0.02,0.6578477915419567,0.7,B0 = 0.7
0.03,0.02,0.6578477915419566,0.7,B0 = 0.7
0.04,0.02,0.6578477915419574,0.7,B0 = 0.7
0.05,0.02,0.6578477915419573,0.7,B0 = 0.7
0.06,0.02,0.6578477915419579,0.7,B0 = 0.7
0.07,0.02,0.6578477915419573,0.7,B0 = 0.7
0.08,0.02,0.6578477915419567,0.7,B0 = 0.7
0.09,0.02,0.6578477915419567,0.7,B0 = 0.7
0.1,0.02,0.6578477915419575,0.7,B0 = 0.7
0.11,0.02,0.6578477915419578,0.7,B0 = 0.7
0.12,0.02,0.6578477915419564,0.7,B0 = 0.7
0.13,0.02,0.6578477915419565,0.7,B0 = 0.7
0.14,0.02,0.6578477915419574,0.7,B0 = 0.7
0.15,0.02,0.6578477915419569,0.7,B0 = 0.7
0.16,0.02,0.6578477915419573,0.7,B0 = 0.7
0.17,0.02,0.6578477915419565,0.7,B0 = 0.7
0.18,0.02,0.6578477915419569,0.7,B0 = 0.7
0.19,0.02,0.6578477915419567,0.7,B0 = 0.7
0.2,0.02,0.657847791541958,0.7,B0 = 0.7
0.21,0.02,0.6578477915419575,0.7,B0 = 0.7
0.22,0.02,0.6578477915419579,0.7,B0 = 0.7
0.23,0.02,0.6578477915419566,0.7,B0 = 0.7
0.24,0.02,0.6578477915419573,0.7,B0 = 0.7
0.25,0.02,0.6578477915419574,0.7,B0 = 0.7
0.26,0.02,0.6578477915419569,0.7,B0 = 0.7
0.27,0.02,0.6578477915419563,0.7,B0 = 0.7
0.28,0.02,0.6578477915419573,0.7,B0 = 0.7
0.29,0.02,0.6578477915419558,0.7,B0 = 0.7
0.3,0.02,0.6578477915419568,0.7,B0 = 0.7
0.31,0.02,0.6578477915419576,0.7,B0 = 0.7
0.32,0.02,0.6578477915419569,0.7,B0 = 0.7
0.33,0.02,0.6578477915419567,0.7,B0 = 0.7
0.34,0.02,0.6578477915419565,0.7,B0 = 0.7
0.35000000000000003,0.02,0.6578477915419569,0.7,B0 = 0.7
0.36,0.02,0.6578477915419573,0.7,B0 = 0.7
0.37,0.02,0.6578477915419579,0.7,B0 = 0.7
0.38,0.02,0.6578477915419576,0.7,B0 = 0.7
0.39,0.02,0.6578477915419573,0.7,B0 = 0.7
0.4,0.02,0.6578477915419563,0.7,B0 = 0.7
0.41000000000000003,0.02,0.6578477915419575,0.7,B0 = 0.7
0.42,0.02,0.6578477915419573,0.7,B0 = 0.7
0.43,0.02,0.6578477915419578,0.7,B0 = 0.7
0.44,0.02,0.6578477915419579,0.7,B0 = 0.7
0.45,0.02,0.6578477915419575,0.7,B0 = 0.7
0.46,0.02,0.6578477915419575,0.7,B0 = 0.7
0.47000000000000003,0.02,0.6578477915419569,0.7,B0 = 0.7
0.48,0.02,0.6578477915419573,0.7,B0 = 0.7
0.49,0.02,0.6578477915419574,0.7,B0 = 0.7
0.5,0.02,0.6578477915419573,0.7,B0 = 0.7
0.51,0.02,0.657847791541958,0.7,B0 = 0.7
0.52,0.02,0.6578477915419565,0.7,B0 = 0.7
0.53,0.02,0.6578477915419573,0.7,B0 = 0.7
0.54,0.02,0.6578477915419573,0.7,B0 = 0.7
0.55,0.02,0.6578477915419565,0.7,B0 = 0.7
0.56,0.02,0.6578477915419565,0.7,B0 = 0.7
0.5700000000000001,0.02,0.6578477915419574,0.7,B0 = 0.7
0.58,0.02,0.6578477915419573,0.7,B0 = 0.7
0.59,0.02,0.6578477915419578,0.7,B0 = 0.7
0.6,0.02,0.6578477915419575,0.7,B0 = 0.7
0.61,0.02,0.6578477915419578,0.7,B0 = 0.7
0.62,0.02,0.6578477915419579,0.7,B0 = 0.7
0.63,0.02,0.6578477915419573,0.7,B0 = 0.7
0.64,0.02,0.6578477915419576,0.7,B0 = 0.7
0.65,0.02,0.6578477915419568,0.7,B0 = 0.7
0.66,0.02,0.6578477915419569,0.7,B0 = 0.7
0.67,0.02,0.6578477915419564,0.7,B0 = 0.7
0.68,0.02,0.6578477915419573,0.7,B0 = 0.7
0.6900000000000001,0.02,0.6578477915419575,0.7,B0 = 0.7
0.7000000000000001,0.02,0.6578477915419634,0.7,B0 = 0.7
0.71,0.02,0.6578477915419633,0.7,B0 = 0.7
0.72,0.02,0.6578477915419627,0.7,B0 = 0.7
0.73,0.02,0.6578477915419633,0.7,B0 = 0.7
0.74,0.02,0.6578477915419636,0.7,B0 = 0.7
0.75,0.02,0.6578477915419629,0.7,B0 = 0.7
0.76,0.02,0.6578477915419638,0.7,B0 = 0.7
0.77,0.02,0.6578477915419628,0.7,B0 = 0.7
0.78,0.02,0.6578477915419636,0.7,B0 = 0.7
0.79,0.02,0.6578477915419635,0.7,B0 = 0.7
0.8,0.02,0.6578477915419628,0.7,B0 = 0.7
0.81,0.02,0.6578477915419644,0.7,B0 = 0.7
0.8200000000000001,0.02,0.6578477915419633,0.7,B0 = 0.7
0.8300000000000001,0.02,0.6578477915419638,0.7,B0 = 0.7
0.84,0.02,0.6578477915419626,0.7,B0 = 0.7
0.85,0.02,0.6578477915419629,0.7,B0 = 0.7
0,0.03,0.6564320905110885,0.7,B0 = 0.7
0.01,0.03,0.6564320905110884,0.7,B0 = 0.7
0.02,0.03,0.6564320905110885,0.7,B0 = 0.7
0.03,0.03,0.6564320905110882,0.7,B0 = 0.7
0.04,0.03,0.6564320905110893,0.7,B0 = 0.7
0.05,0.03,0.6564320905110894,0.7,B0 = 0.7
0.06,0.03,0.6564320905110885,0.7,B0 = 0.7
0.07,0.03,0.6564320905110883,0.7,B0 = 0.7
0.08,0.03,0.6564320905110892,0.7,B0 = 0.7
0.09,0.03,0.6564320905110895,0.7,B0 = 0.7
0.1,0.03,0.6564320905110882,0.7,B0 = 0.7
0.11,0.03,0.6564320905110883,0.7,B0 = 0.7
0.12,0.03,0.656432090511089,0.7,B0 = 0.7
0.13,0.03,0.6564320905110888,0.7,B0 = 0.7
0.14,0.03,0.6564320905110883,0.7,B0 = 0.7
0.15,0.03,0.6564320905110888,0.7,B0 = 0.7
0.16,0.03,0.6564320905110888,0.7,B0 = 0.7
0.17,0.03,0.6564320905110883,0.7,B0 = 0.7
0.18,0.03,0.6564320905110885,0.7,B0 = 0.7
0.19,0.03,0.6564320905110882,0.7,B0 = 0.7
0.2,0.03,0.6564320905110892,0.7,B0 = 0.7
0.21,0.03,0.6564320905110883,0.7,B0 = 0.7
0.22,0.03,0.6564320905110889,0.7,B0 = 0.7
0.23,0.03,0.6564320905110889,0.7,B0 = 0.7
0.24,0.03,0.656432090511089,0.7,B0 = 0.7
0.25,0.03,0.6564320905110888,0.7,B0 = 0.7
0.26,0.03,0.6564320905110888,0.7,B0 = 0.7
0.27,0.03,0.6564320905110884,0.7,B0 = 0.7
0.28,0.03,0.65643209051109,0.7,B0 = 0.7
0.29,0.03,0.6564320905110892,0.7,B0 = 0.7
0.3,0.03,0.6564320905110889,0.7,B0 = 0.7
0.31,0.03,0.6564320905110884,0.7,B0 = 0.7
0.32,0.03,0.6564320905110883,0.7,B0 = 0.7
0.33,0.03,0.6564320905110901,0.7,B0 = 0.7
0.34,0.03,0.6564320905110883,0.7,B0 = 0.7
0.35000000000000003,0.03,0.6564320905110889,0.7,B0 = 0.7
0.36,0.03,0.6564320905110883,0.7,B0 = 0.7
0.37,0.03,0.6564320905110888,0.7,B0 = 0.7
0.38,0.03,0.6564320905110893,0.7,B0 = 0.7
0.39,0.03,0.656432090511089,0.7,B0 = 0.7
0.4,0.03,0.6564320905110888,0.7,B0 = 0.7
0.41000000000000003,0.03,0.6564320905110884,0.7,B0 = 0.7
0.42,0.03,0.6564320905110893,0.7,B0 = 0.7
0.43,0.03,0.6564320905110888,0.7,B0 = 0.7
0.44,0.03,0.6564320905110894,0.7,B0 = 0.7
0.45,0.03,0.6564320905110883,0.7,B0 = 0.7
0.46,0.03,0.6564320905110888,0.7,B0 = 0.7
0.47000000000000003,0.03,0.6564320905110893,0.7,B0 = 0.7
0.48,0.03,0.6564320905110889,0.7,B0 = 0.7
0.49,0.03,0.656432090511089,0.7,B0 = 0.7
0.5,0.03,0.6564320905110889,0.7,B0 = 0.7
0.51,0.03,0.6564320905110892,0.7,B0 = 0.7
0.52,0.03,0.6564320905110883,0.7,B0 = 0.7
0.53,0.03,0.6564320905110889,0.7,B0 = 0.7
0.54,0.03,0.6564320905110888,0.7,B0 = 0.7
0.55,0.03,0.6564320905110889,0.7,B0 = 0.7
0.56,0.03,0.6564320905110883,0.7,B0 = 0.7
0.5700000000000001,0.03,0.6564320905110889,0.7,B0 = 0.7
0.58,0.03,0.6564320905110892,0.7,B0 = 0.7
0.59,0.03,0.6564320905110885,0.7,B0 = 0.7
0.6,0.03,0.6564320905110892,0.7,B0 = 0.7
0.61,0.03,0.6564320905110883,0.7,B0 = 0.7
0.62,0.03,0.6564320905110878,0.7,B0 = 0.7
0.63,0.03,0.6564320905110889,0.7,B0 = 0.7
0.64,0.03,0.6564320905110893,0.7,B0 = 0.7
0.65,0.03,0.6564320905110888,0.7,B0 = 0.7
0.66,0.03,0.6564320905110888,0.7,B0 = 0.7
0.67,0.03,0.6564320905110894,0.7,B0 = 0.7
0.68,0.03,0.6564320905110883,0.7,B0 = 0.7
0.6900000000000001,0.03,0.6564320905110888,0.7,B0 = 0.7
0.7000000000000001,0.03,0.6564320905110943,0.7,B0 = 0.7
0.71,0.03,0.6564320905110947,0.7,B0 = 0.7
0.72,0.03,0.656432090511095,0.7,B0 = 0.7
0.73,0.03,0.6564320905110949,0.7,B0 = 0.7
0.74,0.03,0.6564320905110955,0.7,B0 = 0.7
0.75,0.03,0.6564320905110945,0.7,B0 = 0.7
0.76,0.03,0.656432090511095,0.7,B0 = 0.7
0.77,0.03,0.6564320905110953,0.7,B0 = 0.7
0.78,0.03,0.656432090511095,0.7,B0 = 0.7
0.79,0.03,0.6564320905110945,0.7,B0 = 0.7
0.8,0.03,0.6564320905110953,0.7,B0 = 0.7
0.81,0.03,0.6564320905110949,0.7,B0 = 0.7
0.8200000000000001,0.03,0.656432090511095,0.7,B0 = 0.7
0.8300000000000001,0.03,0.6564320905110942,0.7,B0 = 0.7
0.84,0.03,0.6564320905110955,0.7,B0 = 0.7
0.85,0.03,0.6564320905110947,0.7,B0 = 0.7
0,0.04,0.6549570792762418,0.7,B0 = 0.7
0.01,0.04,0.6549570792762408,0.7,B0 = 0.7
0.02,0.04,0.6549570792762408,0.7,B0 = 0.7
0.03,0.04,0.6549570792762407,0.7,B0 = 0.7
0.04,0.04,0.6549570792762419,0.7,B0 = 0.7
0.05,0.04,0.6549570792762411,0.7,B0 = 0.7
0.06,0.04,0.6549570792762411,0.7,B0 = 0.7
0.07,0.04,0.6549570792762414,0.7,B0 = 0.7
0.08,0.04,0.6549570792762412,0.7,B0 = 0.7
0.09,0.04,0.6549570792762419,0.7,B0 = 0.7
0.1,0.04,0.654957079276241,0.7,B0 = 0.7
0.11,0.04,0.6549570792762408,0.7,B0 = 0.7
0.12,0.04,0.6549570792762407,0.7,B0 = 0.7
0.13,0.04,0.6549570792762396,0.7,B0 = 0.7
0.14,0.04,0.654957079276241,0.7,B0 = 0.7
0.15,0.04,0.6549570792762401,0.7,B0 = 0.7
0.16,0.04,0.654957079276241,0.7,B0 = 0.7
0.17,0.04,0.6549570792762406,0.7,B0 = 0.7
0.18,0.04,0.6549570792762407,0.7,B0 = 0.7
0.19,0.04,0.654957079276241,0.7,B0 = 0.7
0.2,0.04,0.65495707927624,0.7,B0 = 0.7
0.21,0.04,0.6549570792762396,0.7,B0 = 0.7
0.22,0.04,0.6549570792762405,0.7,B0 = 0.7
0.23,0.04,0.654957079276241,0.7,B0 = 0.7
0.24,0.04,0.6549570792762405,0.7,B0 = 0.7
0.25,0.04,0.654957079276241,0.7,B0 = 0.7
0.26,0.04,0.654957079276241,0.7,B0 = 0.7
0.27,0.04,0.6549570792762412,0.7,B0 = 0.7
0.28,0.04,0.654957079276241,0.7,B0 = 0.7
0.29,0.04,0.654957079276241,0.7,B0 = 0.7
0.3,0.04,0.6549570792762405,0.7,B0 = 0.7
0.31,0.04,0.654957079276241,0.7,B0 = 0.7
0.32,0.04,0.654957079276241,0.7,B0 = 0.7
0.33,0.04,0.65495707927624,0.7,B0 = 0.7
0.34,0.04,0.6549570792762408,0.7,B0 = 0.7
0.35000000000000003,0.04,0.6549570792762406,0.7,B0 = 0.7
0.36,0.04,0.6549570792762407,0.7,B0 = 0.7
0.37,0.04,0.6549570792762407,0.7,B0 = 0.7
0.38,0.04,0.6549570792762407,0.7,B0 = 0.7
0.39,0.04,0.654957079276241,0.7,B0 = 0.7
0.4,0.04,0.6549570792762399,0.7,B0 = 0.7
0.41000000000000003,0.04,0.65495707927624,0.7,B0 = 0.7
0.42,0.04,0.6549570792762396,0.7,B0 = 0.7
0.43,0.04,0.654957079276241,0.7,B0 = 0.7
0.44,0.04,0.6549570792762405,0.7,B0 = 0.7
0.45,0.04,0.6549570792762408,0.7,B0 = 0.7
0.46,0.04,0.6549570792762414,0.7,B0 = 0.7
0.47000000000000003,0.04,0.654957079276241,0.7,B0 = 0.7
0.48,0.04,0.6549570792762408,0.7,B0 = 0.7
0.49,0.04,0.654957079276241,0.7,B0 = 0.7
0.5,0.04,0.6549570792762407,0.7,B0 = 0.7
0.51,0.04,0.6549570792762417,0.7,B0 = 0.7
0.52,0.04,0.6549570792762407,0.7,B0 = 0.7
0.53,0.04,0.6549570792762405,0.7,B0 = 0.7
0.54,0.04,0.6549570792762396,0.7,B0 = 0.7
0.55,0.04,0.654957079276241,0.7,B0 = 0.7
0.56,0.04,0.654957079276241,0.7,B0 = 0.7
0.5700000000000001,0.04,0.6549570792762407,0.7,B0 = 0.7
0.58,0.04,0.6549570792762406,0.7,B0 = 0.7
0.59,0.04,0.65495707927624,0.7,B0 = 0.7
0.6,0.04,0.6549570792762405,0.7,B0 = 0.7
0.61,0.04,0.654957079276241,0.7,B0 = 0.7
0.62,0.04,0.6549570792762403,0.7,B0 = 0.7
0.63,0.04,0.6549570792762405,0.7,B0 = 0.7
0.64,0.04,0.65495707927624,0.7,B0 = 0.7
0.65,0.04,0.6549570792762401,0.7,B0 = 0.7
0.66,0.04,0.6549570792762407,0.7,B0 = 0.7
0.67,0.04,0.6549570792762405,0.7,B0 = 0.7
0.68,0.04,0.6549570792762407,0.7,B0 = 0.7
0.6900000000000001,0.04,0.6549570792762408,0.7,B0 = 0.7
0.7000000000000001,0.04,0.6549570792762465,0.7,B0 = 0.7
0.71,0.04,0.6549570792762469,0.7,B0 = 0.7
0.72,0.04,0.6549570792762465,0.7,B0 = 0.7
0.73,0.04,0.6549570792762461,0.7,B0 = 0.7
0.74,0.04,0.6549570792762455,0.7,B0 = 0.7
0.75,0.04,0.6549570792762472,0.7,B0 = 0.7
0.76,0.04,0.6549570792762456,0.7,B0 = 0.7
0.77,0.04,0.6549570792762461,0.7,B0 = 0.7
0.78,0.04,0.6549570792762469,0.7,B0 = 0.7
0.79,0.04,0.6549570792762461,0.7,B0 = 0.7
0.8,0.04,0.6549570792762458,0.7,B0 = 0.7
0.81,0.04,0.6549570792762461,0.7,B0 = 0.7
0.8200000000000001,0.04,0.6549570792762465,0.7,B0 = 0.7
0.8300000000000001,0.04,0.6549570792762465,0.7,B0 = 0.7
0.84,0.04,0.6549570792762458,0.7,B0 = 0.7
0.85,0.04,0.6549570792762458,0.7,B0 = 0.7
0,0.05,0.6534187964922785,0.7,B0 = 0.7
0.01,0.05,0.6534187964922781,0.7,B0 = 0.7
0.02,0.05,0.65341879649228,0.7,B0 = 0.7
0.03,0.05,0.6534187964922791,0.7,B0 = 0.7
0.04,0.05,0.6534187964922785,0.7,B0 = 0.7
0.05,0.05,0.6534187964922794,0.7,B0 = 0.7
0.06,0.05,0.6534187964922783,0.7,B0 = 0.7
0.07,0.05,0.6534187964922792,0.7,B0 = 0.7
0.08,0.05,0.6534187964922792,0.7,B0 = 0.7
0.09,0.05,0.653418796492279,0.7,B0 = 0.7
0.1,0.05,0.6534187964922784,0.7,B0 = 0.7
0.11,0.05,0.6534187964922791,0.7,B0 = 0.7
0.12,0.05,0.6534187964922785,0.7,B0 = 0.7
0.13,0.05,0.6534187964922789,0.7,B0 = 0.7
0.14,0.05,0.6534187964922802,0.7,B0 = 0.7
0.15,0.05,0.6534187964922784,0.7,B0 = 0.7
0.16,0.05,0.6534187964922791,0.7,B0 = 0.7
0.17,0.05,0.6534187964922781,0.7,B0 = 0.7
0.18,0.05,0.6534187964922786,0.7,B0 = 0.7
0.19,0.05,0.6534187964922802,0.7,B0 = 0.7
0.2,0.05,0.6534187964922784,0.7,B0 = 0.7
0.21,0.05,0.6534187964922781,0.7,B0 = 0.7
0.22,0.05,0.6534187964922783,0.7,B0 = 0.7
0.23,0.05,0.6534187964922785,0.7,B0 = 0.7
0.24,0.05,0.6534187964922796,0.7,B0 = 0.7
0.25,0.05,0.6534187964922785,0.7,B0 = 0.7
0.26,0.05,0.6534187964922784,0.7,B0 = 0.7
0.27,0.05,0.653418796492279,0.7,B0 = 0.7
0.28,0.05,0.6534187964922785,0.7,B0 = 0.7
0.29,0.05,0.6534187964922786,0.7,B0 = 0.7
0.3,0.05,0.6534187964922785,0.7,B0 = 0.7
0.31,0.05,0.653418796492279,0.7,B0 = 0.7
0.32,0.05,0.6534187964922785,0.7,B0 = 0.7
0.33,0.05,0.6534187964922785,0.7,B0 = 0.7
0.34,0.05,0.6534187964922785,0.7,B0 = 0.7
