gamma,T0,Fishing_Pressure,Final_Coral,Final_Turf,Final_Macroalgae,Id,Fishing_ID
0.6000000000000001,0.7000000000000001,0.1,0.6799999202749111,0.012324675129628577,0.03441480785533432,"No
Generalists","Fishing
Pressure
= 0.1"
0.7000000000000001,0.7000000000000001,0.1,0.6781117356282823,0.011322349853272184,0.03714409910320179,"No
Generalists","Fishing
Pressure
= 0.1"
0.8,0.7000000000000001,0.1,0.6764795755909833,0.01046959077958818,0.03949071306427393,"No
Generalists","Fishing
Pressure
= 0.1"
0.9,0.7000000000000001,0.1,0.6750549809487197,0.009735445307344976,0.041529528631370875,"No
Generalists","Fishing
Pressure
= 0.1"
0,0.8,0.1,0.7028514939838096,0.02594822749144344,0,"No
Generalists","Fishing
Pressure
= 0.1"
0.1,0.8,0.1,0.696656846185331,0.021961236877668287,0.009602363170388081,"No
Generalists","Fishing
Pressure
= 0.1"
0.2,0.8,0.1,0.6918317037300836,0.019014717818310354,0.016933816327127788,"No
Generalists","Fishing
Pressure
= 0.1"
0.30000000000000004,0.8,0.1,0.6879751510286166,0.0167535421679686,0.02270637566758424,"No
Generalists","Fishing
Pressure
= 0.1"
0.4,0.8,0.1,0.684826224505903,0.014966146765652801,0.027365143143957802,"No
Generalists","Fishing
Pressure
= 0.1"
0.5,0.8,0.1,0.682208747445617,0.013519183401065967,0.031201743740406154,"No
Generalists","Fishing
Pressure
= 0.1"
0.6000000000000001,0.8,0.1,0.6799999202749111,0.012324675129628577,0.03441480785533432,"No
Generalists","Fishing
Pressure
= 0.1"
0.7000000000000001,0.8,0.1,0.6781117356282823,0.011322349853272186,0.037144099103201794,"No
Generalists","Fishing
Pressure
= 0.1"
0.8,0.8,0.1,0.6764795755909833,0.01046959077958818,0.03949071306427393,"No
Generalists","Fishing
Pressure
= 0.1"
0.9,0.8,0.1,0.6750549809487197,0.009735445307344976,0.041529528631370875,"No
Generalists","Fishing
Pressure
= 0.1"
0,0,0.2,0.6978757445879236,0.030952623371690097,0,"No
Generalists","Fishing
Pressure
= 0.2"
0.1,0,0.2,0.6886846104206558,0.0255168041658966,0.01380347475622497,"No
Generalists","Fishing
Pressure
= 0.2"
0.2,0,0.2,0.6816089006970228,0.021666686292779343,0.024119290527953394,"No
Generalists","Fishing
Pressure
= 0.2"
0.30000000000000004,0,0.2,0.6760048177077184,0.018806166420715878,0.03211483939424401,"No
Generalists","Fishing
Pressure
= 0.2"
0.4,0,0.2,0.6714613500722276,0.016601741014849163,0.03849130459263536,"No
Generalists","Fishing
Pressure
= 0.2"
0.5,0,0.2,0.6677057072626437,0.014853303323695506,0.04369421665157051,"No
Generalists","Fishing
Pressure
= 0.2"
0.6000000000000001,0,0.2,0.6645504596196891,0.013433962208835496,0.04801981407348341,"No
Generalists","Fishing
Pressure
= 0.2"
0.7000000000000001,0,0.2,0.6618628820838967,0.012259571566960325,0.05167256442563298,"No
Generalists","Fishing
Pressure
= 0.2"
0.8,0,0.2,0.6595464935113997,0.011272232076935387,0.054798067857287476,"No
Generalists","Fishing
Pressure
= 0.2"
0.9,0,0.2,0.6575295430141758,0.010430851410861633,0.05750278348814888,"No
Generalists","Fishing
Pressure
= 0.2"
0,0.1,0.2,0.6978757445879236,0.030952623371690097,0,"No
Generalists","Fishing
Pressure
= 0.2"
0.1,0.1,0.2,0.6886846104206558,0.0255168041658966,0.01380347475622497,"No
Generalists","Fishing
Pressure
= 0.2"
0.2,0.1,0.2,0.6816089006970228,0.021666686292779343,0.024119290527953394,"No
Generalists","Fishing
Pressure
= 0.2"
0.30000000000000004,0.1,0.2,0.6760048177077184,0.018806166420715878,0.03211483939424401,"No
Generalists","Fishing
Pressure
= 0.2"
0.4,0.1,0.2,0.6714613500722276,0.016601741014849163,0.03849130459263536,"No
Generalists","Fishing
Pressure
= 0.2"
0.5,0.1,0.2,0.6677057072626437,0.014853303323695506,0.04369421665157051,"No
Generalists","Fishing
Pressure
= 0.2"
0.6000000000000001,0.1,0.2,0.6645504596196891,0.013433962208835496,0.04801981407348341,"No
Generalists","Fishing
Pressure
= 0.2"
0.7000000000000001,0.1,0.2,0.6618628820838967,0.012259571566960325,0.05167256442563298,"No
Generalists","Fishing
Pressure
= 0.2"
0.8,0.1,0.2,0.6595464935113997,0.011272232076935387,0.054798067857287476,"No
Generalists","Fishing
Pressure
= 0.2"
0.9,0.1,0.2,0.6575295430141758,0.010430851410861633,0.05750278348814888,"No
Generalists","Fishing
Pressure
= 0.2"
0,0.2,0.2,0.6978757445879188,0.030952623371691072,0,"No
Generalists","Fishing
Pressure
= 0.2"
0.1,0.2,0.2,0.6886846104206502,0.02551680416589734,0.013803474756225766,"No
Generalists","Fishing
Pressure
= 0.2"
0.2,0.2,0.2,0.6816089006970167,0.021666686292779954,0.024119290527954855,"No
Generalists","Fishing
Pressure
= 0.2"
0.30000000000000004,0.2,0.2,0.6760048177077116,0.01880616642071639,0.03211483939424613,"No
Generalists","Fishing
Pressure
= 0.2"
0.4,0.2,0.2,0.6714613500722206,0.016601741014849597,0.03849130459263786,"No
Generalists","Fishing
Pressure
= 0.2"
0.5,0.2,0.2,0.6677057072626363,0.014853303323695867,0.04369421665157329,"No
Generalists","Fishing
Pressure
= 0.2"
0.6000000000000001,0.2,0.2,0.6645504596196814,0.013433962208835819,0.04801981407348648,"No
Generalists","Fishing
Pressure
= 0.2"
0.7000000000000001,0.2,0.2,0.6618628820838888,0.01225957156696061,0.05167256442563624,"No
Generalists","Fishing
Pressure
= 0.2"
0.8,0.2,0.2,0.6595464935113917,0.011272232076935647,0.05479806785729097,"No
Generalists","Fishing
Pressure
= 0.2"
0.9,0.2,0.2,0.6575295430141673,0.01043085141086187,0.05750278348815264,"No
Generalists","Fishing
Pressure
= 0.2"
0,0.30000000000000004,0.2,0.6978757445879188,0.030952623371691072,0,"No
Generalists","Fishing
Pressure
= 0.2"
0.1,0.30000000000000004,0.2,0.6886846104206502,0.02551680416589734,0.013803474756225766,"No
Generalists","Fishing
Pressure
= 0.2"
0.2,0.30000000000000004,0.2,0.6816089006970167,0.021666686292779954,0.024119290527954855,"No
Generalists","Fishing
Pressure
= 0.2"
0.30000000000000004,0.30000000000000004,0.2,0.6760048177077116,0.01880616642071639,0.03211483939424613,"No
Generalists","Fishing
Pressure
= 0.2"
0.4,0.30000000000000004,0.2,0.6714613500722206,0.016601741014849597,0.03849130459263786,"No
Generalists","Fishing
Pressure
= 0.2"
0.5,0.30000000000000004,0.2,0.6677057072626363,0.014853303323695867,0.04369421665157329,"No
Generalists","Fishing
Pressure
= 0.2"
0.6000000000000001,0.30000000000000004,0.2,0.6645504596196814,0.013433962208835819,0.04801981407348648,"No
Generalists","Fishing
Pressure
= 0.2"
0.7000000000000001,0.30000000000000004,0.2,0.6618628820838888,0.01225957156696061,0.05167256442563624,"No
Generalists","Fishing
Pressure
= 0.2"
0.8,0.30000000000000004,0.2,0.6595464935113917,0.011272232076935647,0.05479806785729097,"No
Generalists","Fishing
Pressure
= 0.2"
0.9,0.30000000000000004,0.2,0.6575295430141673,0.01043085141086187,0.05750278348815264,"No
Generalists","Fishing
Pressure
= 0.2"
0,0.4,0.2,0.6978757445879188,0.030952623371691072,0,"No
Generalists","Fishing
Pressure
= 0.2"
0.1,0.4,0.2,0.6886846104206502,0.02551680416589734,0.013803474756225766,"No
Generalists","Fishing
Pressure
= 0.2"
0.2,0.4,0.2,0.6816089006970167,0.021666686292779954,0.024119290527954855,"No
Generalists","Fishing
Pressure
= 0.2"
0.30000000000000004,0.4,0.2,0.6760048177077116,0.01880616642071639,0.03211483939424613,"No
Generalists","Fishing
Pressure
= 0.2"
0.4,0.4,0.2,0.6714613500722206,0.016601741014849597,0.03849130459263786,"No
Generalists","Fishing
Pressure
= 0.2"
0.5,0.4,0.2,0.6677057072626363,0.014853303323695867,0.04369421665157329,"No
Generalists","Fishing
Pressure
= 0.2"
0.6000000000000001,0.4,0.2,0.6645504596196814,0.013433962208835819,0.04801981407348648,"No
Generalists","Fishing
Pressure
= 0.2"
0.7000000000000001,0.4,0.2,0.6618628820838888,0.01225957156696061,0.05167256442563624,"No
Generalists","Fishing
Pressure
= 0.2"
0.8,0.4,0.2,0.6595464935113917,0.011272232076935647,0.05479806785729097,"No
Generalists","Fishing
Pressure
= 0.2"
0.9,0.4,0.2,0.6575295430141673,0.01043085141086187,0.05750278348815264,"No
Generalists","Fishing
Pressure
= 0.2"
0,0.5,0.2,0.6978757445879188,0.030952623371691072,0,"No
Generalists","Fishing
Pressure
= 0.2"
0.1,0.5,0.2,0.6886846104206502,0.02551680416589734,0.013803474756225766,"No
Generalists","Fishing
Pressure
= 0.2"
0.2,0.5,0.2,0.6816089006970167,0.021666686292779954,0.024119290527954855,"No
Generalists","Fishing
Pressure
= 0.2"
0.30000000000000004,0.5,0.2,0.6760048177077116,0.01880616642071639,0.03211483939424613,"No
Generalists","Fishing
Pressure
= 0.2"
0.4,0.5,0.2,0.6714613500722206,0.016601741014849597,0.03849130459263786,"No
Generalists","Fishing
Pressure
= 0.2"
0.5,0.5,0.2,0.6677057072626363,0.014853303323695867,0.04369421665157329,"No
Generalists","Fishing
Pressure
= 0.2"
0.6000000000000001,0.5,0.2,0.6645504596196814,0.013433962208835819,0.04801981407348648,"No
Generalists","Fishing
Pressure
= 0.2"
0.7000000000000001,0.5,0.2,0.6618628820838888,0.01225957156696061,0.05167256442563624,"No
Generalists","Fishing
Pressure
= 0.2"
0.8,0.5,0.2,0.6595464935113917,0.011272232076935647,0.05479806785729097,"No
Generalists","Fishing
Pressure
= 0.2"
0.9,0.5,0.2,0.6575295430141673,0.01043085141086187,0.05750278348815264,"No
Generalists","Fishing
Pressure
= 0.2"
0,0.6000000000000001,0.2,0.6978757445879188,0.030952623371691072,0,"No
Generalists","Fishing
Pressure
= 0.2"
0.1,0.6000000000000001,0.2,0.6886846104206502,0.02551680416589734,0.013803474756225766,"No
Generalists","Fishing
Pressure
= 0.2"
0.2,0.6000000000000001,0.2,0.6816089006970167,0.021666686292779954,0.024119290527954855,"No
Generalists","Fishing
Pressure
= 0.2"
0.30000000000000004,0.6000000000000001,0.2,0.6760048177077116,0.01880616642071639,0.03211483939424613,"No
Generalists","Fishing
Pressure
= 0.2"
0.4,0.6000000000000001,0.2,0.6714613500722206,0.016601741014849597,0.03849130459263786,"No
Generalists","Fishing
Pressure
= 0.2"
0.5,0.6000000000000001,0.2,0.6677057072626363,0.014853303323695867,0.04369421665157329,"No
Generalists","Fishing
Pressure
= 0.2"
0.6000000000000001,0.6000000000000001,0.2,0.6645504596196814,0.013433962208835819,0.04801981407348648,"No
Generalists","Fishing
Pressure
= 0.2"
0.7000000000000001,0.6000000000000001,0.2,0.6618628820838888,0.01225957156696061,0.05167256442563624,"No
Generalists","Fishing
Pressure
= 0.2"
0.8,0.6000000000000001,0.2,0.6595464935113917,0.011272232076935647,0.05479806785729097,"No
Generalists","Fishing
Pressure
= 0.2"
0.9,0.6000000000000001,0.2,0.6575295430141673,0.01043085141086187,0.05750278348815264,"No
Generalists","Fishing
Pressure
= 0.2"
0,0.7000000000000001,0.2,0.6978757445879188,0.030952623371691072,0,"No
Generalists","Fishing
Pressure
= 0.2"
0.1,0.7000000000000001,0.2,0.6886846104206502,0.02551680416589734,0.013803474756225766,"No
Generalists","Fishing
Pressure
= 0.2"
0.2,0.7000000000000001,0.2,0.6816089006970167,0.021666686292779954,0.024119290527954855,"No
Generalists","Fishing
Pressure
= 0.2"
0.30000000000000004,0.7000000000000001,0.2,0.6760048177077116,0.01880616642071639,0.03211483939424613,"No
Generalists","Fishing
Pressure
= 0.2"
0.4,0.7000000000000001,0.2,0.11619612327787653,0.016841445254837453,0.661124901590976,"No
Generalists","Fishing
Pressure
= 0.2"
0.5,0.7000000000000001,0.2,0.11136614839250479,0.014205189294070624,0.672232363732153,"No
Generalists","Fishing
Pressure
= 0.2"
0.6000000000000001,0.7000000000000001,0.2,0.10820919303511113,0.012295362584321238,0.6797778520893646,"No
Generalists","Fishing
Pressure
= 0.2"
0.7000000000000001,0.7000000000000001,0.2,0.1059667544325781,0.01084377260795842,0.6852823133951788,"No
Generalists","Fishing
Pressure
= 0.2"
0.8,0.7000000000000001,0.2,0.10428545083724287,0.009701520753450892,0.6894913293356133,"No
Generalists","Fishing
Pressure
= 0.2"
0.9,0.7000000000000001,0.2,0.10297541417554004,0.008778508561349894,0.6928210021574007,"No
Generalists","Fishing
Pressure
= 0.2"
0,0.8,0.2,0.6978757445879188,0.030952623371691072,0,"No
Generalists","Fishing
Pressure
= 0.2"
0.1,0.8,0.2,0.6886846104206502,0.02551680416589734,0.013803474756225766,"No
Generalists","Fishing
Pressure
= 0.2"
0.2,0.8,0.2,0.15126014843574465,0.027740423924216776,0.5932870535341614,"No
Generalists","Fishing
Pressure
= 0.2"
0.30000000000000004,0.8,0.2,0.12480594484410758,0.020759864903716903,0.642525750958799,"No
Generalists","Fishing
Pressure
= 0.2"
0.4,0.8,0.2,0.11619610659537988,0.016841444607562542,0.6611249271433888,"No
Generalists","Fishing
Pressure
= 0.2"
0.5,0.8,0.2,0.11136614758486713,0.014205189266999145,0.6722323649640093,"No
Generalists","Fishing
Pressure
= 0.2"
0.6000000000000001,0.8,0.2,0.10820919290728216,0.01229536258055683,0.6797778522836485,"No
Generalists","Fishing
Pressure
= 0.2"
0.7000000000000001,0.8,0.2,0.10596675439738289,0.010843772607034919,0.6852823134485155,"No
Generalists","Fishing
Pressure
= 0.2"
0.8,0.8,0.2,0.10428545082369922,0.009701520753130558,0.6894913293560885,"No
Generalists","Fishing
Pressure
= 0.2"
0.9,0.8,0.2,0.10297541416925883,0.008778508561214687,0.6928210021668779,"No
Generalists","Fishing
Pressure
= 0.2"
0,0,0.30000000000000004,0.6904876899511209,0.03839078021699936,0,"No
Generalists","Fishing
Pressure
= 0.3"
0.1,0,0.30000000000000004,0.6751315108167927,0.030563394812599013,0.021903407137072922,"No
Generalists","Fishing
Pressure
= 0.3"
0.2,0,0.30000000000000004,0.6630638298957481,0.025317799663059967,0.03827946392424677,"No
Generalists","Fishing
Pressure
= 0.3"
0.30000000000000004,0,0.30000000000000004,0.653277750763044,0.02157484708552777,0.0510903218983946,"No
Generalists","Fishing
Pressure
= 0.3"
0.4,0,0.30000000000000004,0.6451374894950798,0.018777745075830913,0.0614578963538439,"No
Generalists","Fishing
Pressure
= 0.3"
0.5,0,0.30000000000000004,0.6382249636835936,0.016612175053313742,0.07007143958405569,"No
Generalists","Fishing
Pressure
= 0.3"
0.6000000000000001,0,0.30000000000000004,0.6322545900239808,0.014888091673283874,0.07737876422997683,"No
Generalists","Fishing
Pressure
= 0.3"
0.7000000000000001,0,0.30000000000000004,0.6270246486525505,0.013484194918740788,0.08368415270846846,"No
Generalists","Fishing
Pressure
= 0.3"
0.8,0,0.30000000000000004,0.6223884634696902,0.01231959637992853,0.08920208121448013,"No
Generalists","Fishing
Pressure
= 0.3"
0.9,0,0.30000000000000004,0.6182366753095349,0.011338370827229268,0.09408840959110143,"No
Generalists","Fishing
Pressure
= 0.3"
0,0.1,0.30000000000000004,0.6904876899511209,0.03839078021699936,0,"No
Generalists","Fishing
Pressure
= 0.3"
0.1,0.1,0.30000000000000004,0.6751315108167927,0.030563394812599013,0.021903407137072922,"No
Generalists","Fishing
Pressure
= 0.3"
0.2,0.1,0.30000000000000004,0.6630638298957481,0.025317799663059967,0.03827946392424677,"No
Generalists","Fishing
Pressure
= 0.3"
0.30000000000000004,0.1,0.30000000000000004,0.653277750763044,0.02157484708552777,0.0510903218983946,"No
Generalists","Fishing
Pressure
= 0.3"
0.4,0.1,0.30000000000000004,0.6451374894950798,0.018777745075830913,0.0614578963538439,"No
Generalists","Fishing
Pressure
= 0.3"
0.5,0.1,0.30000000000000004,0.6382249636835936,0.016612175053313742,0.07007143958405569,"No
Generalists","Fishing
Pressure
= 0.3"
0.6000000000000001,0.1,0.30000000000000004,0.6322545900239808,0.014888091673283874,0.07737876422997683,"No
Generalists","Fishing
Pressure
= 0.3"
0.7000000000000001,0.1,0.30000000000000004,0.6270246486525505,0.013484194918740788,0.08368415270846846,"No
Generalists","Fishing
Pressure
= 0.3"
0.8,0.1,0.30000000000000004,0.6223884634696902,0.01231959637992853,0.08920208121448013,"No
Generalists","Fishing
Pressure
= 0.3"
0.9,0.1,0.30000000000000004,0.6182366753095349,0.011338370827229268,0.09408840959110143,"No
Generalists","Fishing
Pressure
= 0.3"
0,0.2,0.30000000000000004,0.6904876899511155,0.03839078021700083,0,"No
Generalists","Fishing
Pressure
= 0.3"
0.1,0.2,0.30000000000000004,0.6751315108167858,0.030563394812600037,0.021903407137074626,"No
Generalists","Fishing
Pressure
= 0.3"
0.2,0.2,0.30000000000000004,0.6630638298957398,0.025317799663060782,0.03827946392425004,"No
Generalists","Fishing
Pressure
= 0.3"
0.30000000000000004,0.2,0.30000000000000004,0.6532777507630344,0.02157484708552845,0.05109032189839911,"No
Generalists","Fishing
Pressure
= 0.3"
0.4,0.2,0.30000000000000004,0.6451374894950692,0.01877774507583149,0.061457896353849524,"No
Generalists","Fishing
Pressure
= 0.3"
0.5,0.2,0.30000000000000004,0.6382249636835807,0.016612175053314252,0.07007143958406338,"No
Generalists","Fishing
Pressure
= 0.3"
0.6000000000000001,0.2,0.30000000000000004,0.6322545900239668,0.014888091673284311,0.07737876422998553,"No
Generalists","Fishing
Pressure
= 0.3"
0.7000000000000001,0.2,0.30000000000000004,0.6270246486525356,0.01348419491874118,0.08368415270847814,"No
Generalists","Fishing
Pressure
= 0.3"
0.8,0.2,0.30000000000000004,0.6223884634696744,0.012319596379928877,0.08920208121449083,"No
Generalists","Fishing
Pressure
= 0.3"
