f_values,Fishing,Initial_Coral,Final_Coral,Final_Turf,Final_Macroalgae,Final_Algae,Final_Grazers,Final_Generalists,Final_Browsers,Final_Herbivores,Final_Space,Id,Type
0.065,0.065,0.7097945469482,0.7096461961127982,0.014912436535899675,0.003955867861154488,0.018868304397054163,0.2573705053397602,0.2573705053397602,0.2573705053397602,0.7721115160192806,0.2714854994901476,Forward,E) Herbivore groups even
0.07,0.07,0.7096461961127982,0.7094954959998607,0.015005508674909702,0.004010632769926733,0.019016141444836435,0.25596616225597435,0.25596616225597435,0.25596616225597435,0.767898486767923,0.27148836255530284,Forward,E) Herbivore groups even
0.075,0.075,0.7094954959998607,0.7093423900890838,0.015099766359642594,0.004066557325208588,0.01916632368485118,0.2545616754998141,0.2545616754998141,0.2545616754998141,0.7636850264994424,0.27149128622606494,Forward,E) Herbivore groups even
0.08,0.08,0.7093423900890838,0.7091868200195175,0.015195232794883553,0.0041236749544886105,0.019318907749372165,0.25315704155025814,0.25315704155025814,0.25315704155025814,0.7594711246507744,0.27149427223111033,Forward,E) Herbivore groups even
0.085,0.085,0.7091868200195175,0.7090287255133603,0.01529193180842812,0.004182020316390317,0.019473952124818436,0.2517522567689452,0.2517522567689452,0.2517522567689452,0.7552567703068356,0.2714973223618213,Forward,E) Herbivore groups even
0.09,0.09,0.7090287255133603,0.7088680442958984,0.015389887872686369,0.004241629356343189,0.019631517229029557,0.2503473173951871,0.2503473173951871,0.2503473173951871,0.7510419521855614,0.271500438475072,Forward,E) Herbivore groups even
0.095,0.095,0.7088680442958984,0.70870471201136,0.01548912612721947,0.004302539365260846,0.019791665492480317,0.24894221954072296,0.24894221954072296,0.24894221954072296,0.7468266586221689,0.27150362249615967,Forward,E) Herbivore groups even
0.1,0.1,0.70870471201136,0.7085386621344302,0.01558967240225794,0.004364789041416749,0.019954461443674687,0.24753695918419757,0.24753695918419757,0.24753695918419757,0.7426108775525927,0.27150687642189514,Forward,E) Herbivore groups even
0.105,0.105,0.7085386621344302,0.7083698258771669,0.015691553243253248,0.004428418555721445,0.020119971798974692,0.24613153216534636,0.24613153216534636,0.24613153216534636,0.7383945964960391,0.2715102023238584,Forward,E) Herbivore groups even
0.11,0.11,0.7083698258771669,0.7081981320910304,0.015794795936517985,0.004493469620620341,0.020288265557138325,0.2447259341788702,0.2447259341788702,0.2447259341788702,0.7341778025366106,0.2715136023518312,Forward,E) Herbivore groups even
0.115,0.115,0.7081981320910304,0.7080235071637213,0.015899428536013338,0.0045599855628474925,0.02045941409886083,0.24332016076797885,0.24332016076797885,0.24332016076797885,0.7299604823039365,0.27151707873741787,Forward,E) Herbivore groups even
0.12,0.12,0.7080235071637213,0.7078458749104977,0.016005479891346472,0.004628011400288398,0.02063349129163487,0.24191420731758106,0.24191420731758106,0.24191420731758106,0.7257426219527432,0.27152063379786745,Forward,E) Herbivore groups even
0.125,0.125,0.7078458749104977,0.7076651564596247,0.016112979677044167,0.00469759392322388,0.020810573600268046,0.24050806904710112,0.24050806904710112,0.24050806904710112,0.7215242071413034,0.27152426994010725,Forward,E) Herbivore groups even
0.13,0.13,0.7076651564596247,0.7074812701315727,0.016221958423173803,0.004768781780248188,0.020990740203421992,0.2391017410028938,0.2391017410028938,0.2391017410028938,0.7173052230086814,0.2715279896650053,Forward,E) Herbivore groups even
0.135,0.135,0.7074812701315727,0.7072941313115615,0.01633244754738735,0.004841625569176882,0.021174073116564232,0.23769521805023364,0.23769521805023364,0.23769521805023364,0.7130856541507009,0.2715317955718743,Forward,E) Herbivore groups even
0.14,0.14,0.7072941313115615,0.7071036523150122,0.01644447938846893,0.004916177933284761,0.02136065732175369,0.23628849486484893,0.23628849486484893,0.23628849486484893,0.7088654845945468,0.27153569036323416,Forward,E) Herbivore groups even
0.145,0.145,0.7071036523150122,0.7069097422454363,0.016558087241472324,0.004992493663240937,0.021550580904713262,0.23488156592396978,0.23488156592396978,0.23488156592396978,0.7046446977719093,0.27153967684985036,Forward,E) Herbivore groups even
0.15,0.15,0.7069097422454363,0.7067123068442557,0.016673305394540476,0.005070629805137375,0.02174393519967785,0.23347442549685693,0.23347442549685693,0.23347442549685693,0.7004232764905708,0.27154375795606644,Forward,E) Herbivore groups even
0.155,0.155,0.7067123068442557,0.7065112483320029,0.016790169167505583,0.005150645775039151,0.021940814942544733,0.23206706763477533,0.23206706763477533,0.23206706763477533,0.696201202904326,0.2715479367254524,Forward,E) Herbivore groups even
0.16,0.16,0.7065112483320029,0.7063064652403173,0.016908714952375156,0.005232603480519418,0.022141318432894574,0.23065948616037346,0.23065948616037346,0.23065948616037346,0.6919784584811204,0.27155221632678817,Forward,E) Herbivore groups even
0.165,0.165,0.7063064652403173,0.7060978522340938,0.017028980255817044,0.005316567449680242,0.022345547705497286,0.22925167465642715,0.22925167465642715,0.22925167465642715,0.6877550239692815,0.2715566000604089,Forward,E) Herbivore groups even
0.17,0.17,0.7060978522340938,0.7058852999230991,0.01715100374376455,0.0054026049682020455,0.022553608711966596,0.22784362645390124,0.22784362645390124,0.22784362645390124,0.6835308793617038,0.2715610913649343,Forward,E) Herbivore groups even
0.17500000000000002,0.17500000000000002,0.7058852999230991,0.7056686946623054,0.017274825288271498,0.005490786225010054,0.02276561151328155,0.22643533461928053,0.22643533461928053,0.22643533461928053,0.6793060038578416,0.27156569382441303,Forward,E) Herbivore groups even
0.18,0.18,0.7056686946623054,0.7054479183401381,0.0174004860167567,0.005581184467196046,0.022981670483952745,0.22502679194111613,0.22502679194111613,0.22502679194111613,0.6750803758233483,0.2715704111759092,Forward,E) Herbivore groups even
0.185,0.185,0.7054479183401381,0.7052228481537594,0.01752802836378781,0.0056738761648886206,0.02320190452867643,0.22361799091572962,0.22361799091572962,0.22361799091572962,0.6708539727471888,0.2715752473175642,Forward,E) Herbivore groups even
0.19,0.19,0.7052228481537594,0.7049933563704383,0.0176574961255657,0.0057689411868254315,0.023426437312391128,0.22220892373201115,0.22220892373201115,0.22220892373201115,0.6666267711960334,0.2715802063171706,Forward,E) Herbivore groups even
0.195,0.195,0.7049933563704383,0.7047593100739766,0.017788934517282973,0.005866462987447029,0.023655397504730002,0.22079958225524374,0.22079958225524374,0.22079958225524374,0.6623987467657312,0.27158529242129337,Forward,E) Herbivore groups even
0.2,0.2,0.7047593100739766,0.7045205708950687,0.017922390233543698,0.005966528806404934,0.023888919039948633,0.21938995800987784,0.21938995800987784,0.21938995800987784,0.6581698740296336,0.2715905100649827,Forward,E) Herbivore groups even
0.20500000000000002,0.20500000000000002,0.7045205708950687,0.704276994724376,0.018057911512045912,0.006069229881456814,0.024127141393502728,0.21798004216117592,0.21798004216117592,0.21798004216117592,0.6539401264835277,0.2715958638821213,Forward,E) Herbivore groups even
0.21,0.21,0.704276994724376,0.7040284314069873,0.018195548200744968,0.0061746616758104255,0.024370209876555395,0.21656982549563747,0.21656982549563747,0.21656982549563747,0.6497094764869125,0.27160135871645724,Forward,E) Herbivore groups even
0.215,0.215,0.7040284314069873,0.7037747244168178,0.018335351828732846,0.006282924121075699,0.024618275949808546,0.21515929840010725,0.21515929840010725,0.21515929840010725,0.6454778952003217,0.2716069996333737,Forward,E) Herbivore groups even
0.22,0.22,0.7037747244168178,0.7035157105093626,0.01847737568108832,0.006394121877092848,0.024871497558181167,0.21374845083946073,0.21374845083946073,0.21374845083946073,0.6412453525183822,0.27161279193245624,Forward,E) Herbivore groups even
0.225,0.225,0.7035157105093626,0.7032512193510827,0.018621674877973563,0.006508364610024024,0.025130039487997587,0.2123372723327513,0.2123372723327513,0.2123372723327513,0.6370118169982539,0.2716187411609197,Forward,E) Herbivore groups even
0.23,0.23,0.7032512193510827,0.702981073123529,0.018768306458276474,0.006625767290229233,0.02539407374850571,0.21092575192769025,0.21092575192769025,0.21092575192769025,0.6327772557830708,0.2716248531279653,Forward,E) Herbivore groups even
0.23500000000000001,0.23500000000000001,0.702981073123529,0.7027050861001386,0.018917329468123044,0.006746450511594508,0.02566377997971755,0.20951387817332134,0.20951387817332134,0.20951387817332134,0.628541634519964,0.2716311339201439,Forward,E) Herbivore groups even
0.24,0.24,0.7027050861001386,0.7024230641934333,0.019068805054612788,0.006870540834144611,0.025939345888757397,0.2081016390907353,0.2081016390907353,0.2081016390907353,0.6243049172722059,0.27163758991780934,Forward,E) Herbivore groups even
0.245,0.245,0.7024230641934333,0.7021348044701311,0.01922279656516072,0.0069981711519548915,0.02622096771711561,0.20668902214165663,0.20668902214165663,0.20668902214165663,0.6200670664249699,0.27164422781275327,Forward,E) Herbivore groups even
0.25,0.25,0.7021348044701311,0.7018400946314329,0.0193793696528643,0.00712948108858068,0.026508850741444982,0.20527601419471508,0.20527601419471508,0.20527601419471508,0.6158280425841453,0.2716510546271221,Forward,E) Herbivore groups even
0.255,0.255,0.7018400946314329,0.7015387124554713,0.019538592388351147,0.007264617422449654,0.026803209810800803,0.20386260148919869,0.20386260148919869,0.20386260148919869,0.6115878044675961,0.2716580777337279,Forward,E) Herbivore groups even
0.26,0.26,0.7015387124554713,0.7012304251986038,0.019700535378605735,0.007403734544916726,0.02710426992352246,0.20244876959606017,0.20244876959606017,0.20244876959606017,0.6073463087881805,0.27166530487787377,Forward,E) Herbivore groups even
0.265,0.265,0.7012304251986038,0.7009149889518852,0.01986527189331998,0.007546994953965545,0.027412266847285524,0.20103450337592732,0.20103450337592732,0.20103450337592732,0.603103510127782,0.27167274420082926,Forward,E) Herbivore groups even
0.27,0.27,0.7009149889518852,0.7005921479486727,0.02003287799936419,0.007694569786859617,0.027727447786223807,0.19961978693383972,0.19961978693383972,0.19961978693383972,0.5988593608015191,0.2716804042651034,Forward,E) Herbivore groups even
0.275,0.275,0.7005921479486727,0.7002616338188807,0.020203432704033117,0.007846639395404663,0.02805007209943778,0.19820460357040456,0.19820460357040456,0.19820460357040456,0.5946138107112137,0.2716882940816815,Forward,E) Herbivore groups even
0.28,0.28,0.7002616338188807,0.6999231647849231,0.02037701810778602,0.008003393967887282,0.0283804120756733,0.19678893572902909,0.19678893572902909,0.19678893572902909,0.5903668071870872,0.27169642313940356,Forward,E) Herbivore groups even
0.28500000000000003,0.28500000000000003,0.6999231647849231,0.6995764447938282,0.020553719567271662,0.008165034202209312,0.02871875376948097,0.19537276493885092,0.19537276493885092,0.19537276493885092,0.5861182948165528,0.27170480143669085,Forward,E) Herbivore groups even
0.29,0.29,0.6995764447938282,0.6992211625793977,0.020733625869510316,0.008331772035251699,0.029065397904762015,0.19395607175294133,0.19395607175294133,0.19395607175294133,0.5818682152588239,0.27171343951584026,Forward,E) Herbivore groups even
0.295,0.295,0.6992211625793977,0.6988569906475867,0.020916829418194657,0.008503831434081906,0.029420660852276563,0.1925388356813099,0.1925388356813099,0.1925388356813099,0.5776165070439296,0.27172234850013677,Forward,E) Herbivore groups even
0.3,0.3,0.6988569906475867,0.6984835841774857,0.021103426433173905,0.008681449255278405,0.02978487568845231,0.19112103511818151,0.19112103511818151,0.19112103511818151,0.5733631053545445,0.271731540134062,Forward,E) Herbivore groups even
0.305,0.305,0.6984835841774857,0.6981005798293991,0.021293517164299815,0.008864876179393954,0.030158393343693767,0.18970264726295333,0.18970264726295333,0.18970264726295333,0.56910794178886,0.2717410268269071,Forward,E) Herbivore groups even
0.31,0.31,0.6981005798293991,0.6977075944504907,0.021487206120942473,0.009054377728431139,0.03054158384937361,0.1882836480341679,0.1882836480341679,0.1882836480341679,0.5648509441025037,0.2717508217001357,Forward,E) Herbivore groups even
0.315,0.315,0.6977075944504907,0.6973042236673085,0.021684602318630633,0.009250235375175875,0.03093483769380651,0.18686401197575475,0.18686401197575475,0.18686401197575475,0.5605920359272643,0.271760938638885,Forward,E) Herbivore groups even
0.32,0.32,0.6973042236673085,0.6968900403531789,0.02188581954443702,0.00945274775434535,0.03133856729878237,0.18544371215469918,0.18544371215469918,0.18544371215469918,0.5563311364640975,0.2717713923480387,Forward,E) Herbivore groups even
0.325,0.325,0.6968900403531789,0.6964645929569415,0.022090976642917905,0.009662231986780262,0.03175320862969817,0.1840227200491873,0.1840227200491873,0.1840227200491873,0.5520681601475619,0.27178219841336027,Forward,E) Herbivore groups even
0.33,0.33,0.6964645929569415,0.6960274036777586,0.022300197824631208,0.009879025129373734,0.03217922295400494,0.18260100542615318,0.18260100542615318,0.18260100542615318,0.5478030162784595,0.27179337336823645,Forward,E) Herbivore groups even
0.335,0.335,0.6960274036777586,0.6955779664687309,0.022513612999503465,0.010103485765113539,0.032617098764617006,0.18117853620700808,0.18117853620700808,0.18117853620700808,0.5435356086210242,0.2718049347666521,Forward,E) Herbivore groups even
0.34,0.34,0.6955779664687309,0.6951157448497459,0.022731358137596875,0.010335995749558406,0.03306735388715528,0.17975527832016666,0.17975527832016666,0.17975527832016666,0.5392658349605,0.2718169012630988,Forward,E) Herbivore groups even
0.34500000000000003,0.34500000000000003,0.6951157448497459,0.6946401695073167,0.0229535756601512,0.010576962132319867,0.03353053779247107,0.17833119553879198,0.17833119553879198,0.17833119553879198,0.534993586616376,0.2718292927002123,Forward,E) Herbivore groups even
0.35000000000000003,0.35000000000000003,0.6946401695073167,0.6941506356560725,0.02318041486414811,0.0108268192747341,0.03400723413888221,0.17690624930195628,0.17690624930195628,0.17690624930195628,0.5307187479058688,0.2718421302050453,Forward,E) Herbivore groups even
0.355,0.355,0.6941506356560725,0.6936465001329707,0.02341203238407509,0.011086031187949144,0.034498063572024236,0.17548039851715344,0.17548039851715344,0.17548039851715344,0.5264411955514603,0.2718554362950051,Forward,E) Herbivore groups even
0.36,0.36,0.6936465001329707,0.6931270781910965,0.023648592695065338,0.0113550941192047,0.03500368681427004,0.17405359934179387,0.17405359934179387,0.17405359934179387,0.5221607980253816,0.2718692349946334,Forward,E) Herbivore groups even
0.365,0.365,0.6931270781910965,0.6925916399550102,0.02389026866216996,0.011634539418241815,0.03552480808041178,0.17262580494095317,0.17262580494095317,0.17262580494095317,0.5178774148228595,0.27188355196457803,Forward,E) Herbivore groups even
0.37,0.37,0.6925916399550102,0.6920394064938342,0.02413724214119522,0.01192493672066846,0.03606217886186368,0.17119696521822333,0.17119696521822333,0.17119696521822333,0.51359089565467,0.2718984146443021,Forward,E) Herbivore groups even
0.375,0.375,0.6920394064938342,0.6914695454614815,0.02438970463733003,0.012226897490872336,0.036616602128202363,0.16976702651601872,0.16976702651601872,0.16976702651601872,0.5093010795480561,0.27191385241031607,Forward,E) Herbivore groups even
0.38,0.38,0.6914695454614815,0.6908811662453923,0.02464785802871987,0.012541078973894938,0.0371889370026148,0.1683359312810955,0.1683359312810955,0.1683359312810955,0.5050077938432865,0.27192989675199286,Forward,E) Herbivore groups even
0.385,0.385,0.6908811662453923,0.6902733145556221,0.024911915363241787,0.01286818861378604,0.03778010397702783,0.16690361769034176,0.16690361769034176,0.16690361769034176,0.5007108530710253,0.27194658146735007,Forward,E) Herbivore groups even
0.39,0.39,0.6902733145556221,0.6896449663747596,0.0251821017380364,0.013208989005623386,0.03839109074365979,0.16547001923105423,0.16547001923105423,0.16547001923105423,0.4964100576931627,0.2719639428815806,Forward,E) Herbivore groups even
0.395,0.395,0.6896449663747596,0.6889950211755765,0.025458655272899873,0.013564303459956741,0.03902295873285661,0.1640350642289116,0.1640350642289116,0.1640350642289116,0.4921051926867348,0.27198202009156686,Forward,E) Herbivore groups even
0.4,0.4,0.6889950211755765,0.6883222942969781,0.025741828190489188,0.013935022272356667,0.03967685046284586,0.1625986753156376,0.1625986753156376,0.1625986753156376,0.4877960259469128,0.27200085524017603,Forward,E) Herbivore groups even
0.405,0.405,0.6883222942969781,0.6876255083491261,0.026031888018512514,0.014322109807565734,0.04035399782607825,0.16116076882687955,0.16116076882687955,0.16116076882687955,0.4834823064806386,0.2720204938247957,Forward,E) Herbivore groups even
0.41000000000000003,0.41000000000000003,0.6876255083491261,0.6869032834946985,0.026329118931754956,0.014726612528166177,0.041055731459921134,0.15972125411904128,0.15972125411904128,0.15972125411904128,0.4791637623571239,0.2720409850453803,Forward,E) Herbivore groups even
0.41500000000000004,0.41500000000000004,0.6869032834946985,0.6861541264241251,0.02663382325503606,0.015149668122586434,0.041783491377622495,0.15828003279162284,0.15828003279162284,0.15828003279162284,0.4748400983748685,0.2720623821982524,Forward,E) Herbivore groups even
0.42,0.42,0.6861541264241251,0.6853764178069246,0.026946323152153343,0.015592515917820906,0.04253883906997425,0.1568369977989368,0.1568369977989368,0.1568369977989368,0.47051099339681046,0.27208474312310116,Forward,E) Herbivore groups even
0.425,0.425,0.6853764178069246,0.6845683979572754,0.02726696253071858,0.016056508799920356,0.043323471330638935,0.15539203243175354,0.15539203243175354,0.15539203243175354,0.4661760972952606,0.2721081307120856,Forward,E) Herbivore groups even
0.43,0.43,0.6845683979572754,0.6837281503973953,0.02759610919877862,0.016543126912068582,0.044139236110847205,0.1539450091453033,0.1539450091453033,0.1539450091453033,0.4618350274359099,0.27213261349175744,Forward,E) Herbivore groups even
0.435,0.435,0.6837281503973953,0.682853582934243,0.027934157316543893,0.017053993458442933,0.04498815077498683,0.15249578820490303,0.15249578820490303,0.15249578820490303,0.45748736461470907,0.2721582662907701,Forward,E) Herbivore groups even
0.44,0.44,0.682853582934243,0.6819424057795761,0.028281530195833446,0.01759089301544292,0.04587242321127637,0.15104421611397942,0.15104421611397942,0.15104421611397942,0.4531326483419382,0.2721851710091475,Forward,E) Herbivore groups even
0.445,0.445,0.6819424057795761,0.6809921061352615,0.028638683511538202,0.018155792844773373,0.04679447635631158,0.14959012378101424,0.14959012378101424,0.14959012378101424,0.44877037134304276,0.2722134175084269,Forward,E) Herbivore groups even
0.45,0.45,0.6809921061352615,0.6799999185279129,0.029006109004234924,0.01875086782137336,0.04775697682560828,0.14813332437140397,0.14813332437140397,0.14813332437140397,0.4443999731142119,0.27224310464647883,Forward,E) Herbivore groups even
0.455,0.455,0.6799999185279129,0.6789627899998322,0.029384338772054517,0.01937852974156888,0.048762868513623395,0.1466736107766486,0.1466736107766486,0.1466736107766486,0.44002083232994577,0.2722743414865444,Forward,E) Herbivore groups even
0.46,0.46,0.6789627899998322,0.6778773390336869,0.02977395027438444,0.020041461974489354,0.04981541224887379,0.1452107526156384,0.1452107526156384,0.1452107526156384,0.43563225784691517,0.27230724871743933,Forward,E) Herbivore groups even
0.465,0.465,0.6778773390336869,0.6767398067880699,0.030175572201864488,0.020742660678565714,0.0509182328804302,0.14374449265965705,0.14374449265965705,0.14374449265965705,0.43123347797897116,0.2723419603314999,Forward,E) Herbivore groups even
0.47000000000000003,0.47000000000000003,0.6767398067880699,0.6755459988242847,0.030589891409075483,0.02148548414711973,0.05207537555619521,0.14227454254204108,0.14227454254204108,0.14227454254204108,0.42682362762612325,0.27237862561952014,Forward,E) Herbivore groups even
0.47500000000000003,0.47500000000000003,0.6755459988242847,0.6742912149747027,0.03101766116209942,0.022273712304446934,0.05329137346654635,0.140800577572344,0.140800577572344,0.140800577572344,0.42240173271703196,0.272417411558751,Forward,E) Herbivore groups even
0.48,0.48,0.6742912149747027,0.6729701642868268,0.0314597110281904,0.023111618992337372,0.054571330020527775,0.13932223041916356,0.13932223041916356,0.13932223041916356,0.41796669125749064,0.27245850569264546,Forward,E) Herbivore groups even
0.485,0.485,0.6729701642868268,0.6715768609969953,0.03191695883709497,0.024004060534093784,0.055921019371188756,0.13783908334935743,0.13783908334935743,0.13783908334935743,0.41351725004807227,0.2725021196318159,Forward,E) Herbivore groups even
0.49,0.49,0.6715768609969953,0.6701044961276008,0.03239042528492732,0.024956585239347837,0.057347010524275155,0.13635065860501555,0.13635065860501555,0.13635065860501555,0.40905197581504665,0.27254849334812403,Forward,E) Herbivore groups even
0.495,0.495,0.6701044961276008,0.6685452773858531,0.03288125194984159,0.02597557017101672,0.05885682212085831,0.13485640634930474,0.13485640634930474,0.13485640634930474,0.4045692190479142,0.2725979004932886,Forward,E) Herbivore groups even
0.5,0.5,0.6685452773858531,0.6668902272983939,0.033390723771659185,0.027068393871902602,0.06045911764356179,0.1333556893965063,0.1333556893965063,0.1333556893965063,0.40006706818951887,0.2726506550580443,Forward,E) Herbivore groups even
0.505,0.505,0.6668902272983939,0.665128925514275,0.033920297458640405,0.028243657216491976,0.06216395467513238,0.13184776362591347,0.13184776362591347,0.13184776362591347,0.39554329087774043,0.2727071198105926,Forward,E) Herbivore groups even
0.51,0.51,0.665128925514275,0.6632491752527037,0.034471637893993566,0.02951146971872698,0.06398310761272055,0.13033175250809856,0.13033175250809856,0.13033175250809856,0.39099525752429565,0.2727677171345758,Forward,E) Herbivore groups even
0.515,0.515,0.6632491752527037,0.6612365648044983,0.03504666553892144,0.030883826495235963,0.0659304920341574,0.12880661345270328,0.12880661345270328,0.12880661345270328,0.38641984035810983,0.27283294316134427,Forward,E) Herbivore groups even
0.52,0.52,0.6612365648044983,0.6590738808372325,0.03564761926672886,0.03237511337886922,0.06802273264559808,0.12727109256037458,0.12727109256037458,0.12727109256037458,0.3818132776811237,0.2729033865171694,Forward,E) Herbivore groups even
0.525,0.525,0.6590738808372325,0.6567403075002136,0.03627714136434436,0.03400279744955239,0.07027993881389674,0.1257236625458539,0.1257236625458539,0.1257236625458539,0.37717098763756174,0.27297975368588967,Forward,E) Herbivore groups even
0.53,0.53,0.6567403075002136,0.6542103075402321,0.03693839524589035,0.03578839310520827,0.07272678835109861,0.12416243557544863,0.12416243557544863,0.12416243557544863,0.3724873067263459,0.27306290410866924,Forward,E) Herbivore groups even
0.535,0.535,0.6542103075402321,0.6514520164733345,0.037635232966668895,0.0377588504973754,0.0753940834640443,0.12258503753202021,0.12258503753202021,0.12258503753202021,0.36775511259606064,0.2731539000626212,Forward,E) Herbivore groups even
0.54,0.54,0.6514520164733345,0.6484248633972362,0.03837244137779974,0.0399486154289536,0.07832105680675334,0.12098842076587918,0.12098842076587918,0.12098842076587918,0.36296526229763754,0.2732540797960105,Forward,E) Herbivore groups even
0.545,0.545,0.6484248633972362,0.6450759089431548,0.03915611799995662,0.04240280418173468,0.0815589221816913,0.1193685743804939,0.1193685743804939,0.1193685743804939,0.3581057231414817,0.2733651688751539,Forward,E) Herbivore groups even
0.55,0.55,0.6450759089431548,0.6413339396202954,0.03999427251297699,0.0451823301663384,0.0851766026793154,0.11772005456582672,0.11772005456582672,0.11772005456582672,0.35316016369748016,0.27348945770038924,Forward,E) Herbivore groups even
0.555,0.555,0.6413339396202954,0.6370993713882777,0.04089784737276991,0.048372679891364456,0.08927052726413437,0.11603517738689018,0.11603517738689018,0.11603517738689018,0.34810553216067053,0.273630101347588,Forward,E) Herbivore groups even
0.56,0.56,0.6370993713882777,0.6322256359945261,0.041882585653608403,0.05210011299753247,0.09398269865114087,0.11430252263418508,0.11430252263418508,0.11430252263418508,0.3429075679025553,0.273791665354333,Forward,E) Herbivore groups even
0.5650000000000001,0.5650000000000001,0.6322256359945261,0.626481188986885,0.042972816091972475,0.056564770149066,0.09953758624103848,0.11250386344185914,0.11250386344185914,0.11250386344185914,0.3375115903255774,0.27398122477207654,Forward,E) Herbivore groups even
0.5700000000000001,0.5700000000000001,0.626481188986885,0.6194597564794732,0.04421033123257665,0.06211898892817169,0.10632932016074834,0.1106068723905692,0.1106068723905692,0.1106068723905692,0.3318206171717076,0.2742109233597785,Forward,E) Herbivore groups even
0.5750000000000001,0.5750000000000001,0.6194597564794732,0.6103125940417584,0.04568067999013246,0.06950123769966024,0.11518191768979269,0.10854323716052613,0.10854323716052613,0.10854323716052613,0.3256297114815784,0.2745054882684489,Forward,E) Herbivore groups even
0.58,0.58,0.6103125940417584,0.5964744242943556,0.047637296422147785,0.08095095367477485,0.12858825009692265,0.10610385197012437,0.10610385197012437,0.10610385197012437,0.3183115559103731,0.2749373256087218,Forward,E) Herbivore groups even
0.585,0.585,0.5964744242943556,0.047018253280911866,0.03328820425620125,0.7961373484949396,0.8294255527511408,0.05923586364843709,0.05923586364843709,0.05923586364843709,0.17770759094531127,0.12355619396794726,Forward,E) Herbivore groups even
0.59,0.59,0.047018253280911866,0.04593159582144481,0.032966205699424836,0.7994590520583625,0.8324252577577874,0.05843305752402523,0.05843305752402523,0.05843305752402523,0.1752991725720757,0.12164314642076779,Forward,E) Herbivore groups even
0.595,0.595,0.04593159582144481,0.04487323335625595,0.03264508732613752,0.8027320972741399,0.8353771846002773,0.05763473190185681,0.05763473190185681,0.05763473190185681,0.17290419570557045,0.11974958204346664,Forward,E) Herbivore groups even
0.6,0.6,0.04487323335625595,0.04384065344283408,0.03232447084326219,0.8059607189868181,0.8382851898300803,0.05684058560876015,0.05684058560876015,0.05684058560876015,0.17052175682628046,0.11787415672708568,Forward,E) Herbivore groups even
